reg_num_biz	com_id	com_name	chi_sht	sh_name	hld_shr_rat	ctrl_com_name
	473968	宏源证券股份有限公司	宏源证券	中央汇金投资有限责任公司	100.0	中国建银投资有限责任公司
	530787	青海盐湖工业集团股份有限公司	青海盐湖工业集团	青海省国有资产监督管理委员会	100.0	青海省国有资产投资管理有限公司
	498564	广州白云山制药股份有限公司	白云山制药	广州市国有资产监督管理委员会	100.0	广州医药集团有限公司
	421675	江苏新城地产股份有限公司	新城地产	王振华	100.0	优域集团有限公司
	475107	吉林中核辐照技术股份有限公司	中核辐照	王玉江	70.2	吉林中核辐照技术股份有限公司
	476457	中国北车股份有限公司	中国北车	国务院国有资产监督管理委员会	100.0	中国北方机车车辆工业集团公司
	450387	上海阳晨投资股份有限公司	上海阳晨投资	上海市国有资产监督管理委员会	100.0	上海国际集团有限公司
	468172	河北太行水泥股份有限公司	河北太行水泥	北京金隅股份有限公司	100.0	河北太行华信建材有限责任公司
	503740	招商局地产控股股份有限公司	招商地产	招商局集团有限公司	100.0	招商局蛇口工业区有限公司
	513525	莱芜钢铁股份有限公司	莱芜钢铁	山东省国有资产监督管理委员会	100.0	山东钢铁集团有限公司
	547694	上海东方明珠(集团)股份有限公司	东方明珠	上海文化广播影视集团	100.0	上海广播电影电视发展有限公司
	513391	上海百联集团股份有限公司(注销)	上海百联集团	上海市国有资产监督管理委员会	100.0	百联集团有限公司
	508740	湖南胜景山河生物科技股份有限公司	湖南胜景山河生物科技	姚胜	27.29	湖南胜景山河生物科技股份有限公司
	517622	重庆东田药业股份有限公司	东田药业	田秀东	66.8263	重庆东田药业股份有限公司
	537571	广东美的电器股份有限公司	美的电器	何享健	90.0	佛山市顺德区天拓投资有限公司
	525941	浙江东南发电股份有限公司	东南发电	浙江省国有资产监督管理委员会	100.0	浙江省能源集团有限公司
1000001002901	392834	中国石化齐鲁股份有限公司	齐鲁石化	国务院资产管理委员会	100.0	中国石油化工集团公司
1000001003135	515762	路桥集团国际建设股份有限公司	路桥建设	国务院国有资产管理委员会	100.0	中国交通建设集团有限公司
110102005782857	477954	北京时代亿信科技股份有限公司	华协农业	章勇	55.75	北京时代亿信科技股份有限公司
110105011578175	525405	和创(北京)科技股份有限公司	和创科技	刘学臣	18.1005	和创(北京)科技股份有限公司
110105013003868	471225	北京易观亚太科技股份有限公司	易观亚太	于扬	10.49	北京易观亚太科技股份有限公司
110106008875335	498426	北京德康莱健康安全科技股份有限公司	德康莱	胡旭升	23.94	北京惠广通投资管理中心（有限合伙）
110108003390136	474722	北京中幼国际教育科技股份有限公司	中幼教育	吴斌	55.0	北京三意时代科技股份有限公司
110108011241396	448467	北京卡车之家信息技术股份有限公司	卡车之家	邵震	18.3615	北京卡车之家信息技术股份有限公司
110114005862028	530097	北京锐志天宏科技股份有限公司	锐志天宏	黄国庆	39.19	北京锐志天宏科技股份有限公司
110115003526342	424226	中光高科(北京)节能投资管理股份有限公司	中光高科	李如海	62.0	中光高科(北京)节能投资管理股份有限公司
130000000002500	530785	邯郸钢铁股份有限公司	邯郸钢铁	河北省国有资产监督管理委员会	100.0	河北钢铁集团有限公司
140624100004468	410444	大同煤矿集团朔州煤电宏力再生工业股份有限公司	宏力再生	赵如祥	96.25	大同市更生园林有限责任公司
220000000024454	534920	东北高速公路股份有限公司	东北高速	黑龙江省交通厅	100.0	黑龙江省高速公路公司
230000100004872	554900	黑龙江省科利华网络股份有限公司	科利华	王丽娟	80.0	北京科利华教育软件技术有限责任公司
230199100108058	491033	哈尔滨秋林饮料科技股份有限公司	秋林股份	仲兆敏	77.26	哈尔滨秋林饮料科技股份有限公司
3100001005623	489224	上海港集装箱股份有限公司	上海港集装箱	上海市国有资产监督管理委员会	50.0	上海国际港务(集团)股份有限公司
3100001007068	544558	比特科技控股股份有限公司	比特科技	程里全	70.0	宁波保税区久久租赁有限公司
310115001081720	497142	上海众合医药科技股份有限公司	众合医药	熊俊	41.01	上海众合医药科技股份有限公司
320200000114406	536763	无锡威达智能电子股份有限公司	威达电子	陆建忠	72.21	无锡威达智能电子股份有限公司
320200400007290	518710	无锡韩光电器股份有限公司	韩光电器	钱莹	90.0	无锡双欢电气有限公司
320502000116813	287393	江苏盈美软装艺术设计股份有限公司	盈美软装	吴云天[联席股东：王湃(夫妻)]	80.0	江苏盈美软装艺术设计股份有限公司
3300001000594	537741	浙江信联股份有限公司	信联股份	陈鲁（联席股东：周明、方万中、张丽）	100.0	深圳市声厂实业有限公司
330100000170717	516433	华凯保险销售股份有限公司	华凯保险	梁松	31.1	杭州华盟投资合伙企业(有限合伙)
330521000002641	544760	德清凯瑞高温材料股份有限公司	凯瑞股份	傅立炜	40.0	德清凯瑞高温材料股份有限公司
350121100049890	551590	福建省蓝深环保技术股份有限公司	蓝深环保	兰强	36.0	福建省蓝深环保技术股份有限公司
370000018003667	509841	山东金色童年股份有限公司	山东金色童年	吴炜	45.42	山东金色童年股份有限公司
370000018084074	556658	山东港岳航电集团股份有限公司	港岳航电	泰安市亨昌工贸有限责任公司（联席股东：泰安市港盛工贸有限公司）	8.14	山东港岳航电集团股份有限公司
370400228059243	544857	山东天畅环保科技股份有限公司	天畅环保	任现儒	53.47	山东天畅环保科技股份有限公司
410102100010950	552191	河南驰诚电气股份有限公司	驰诚股份	徐卫锋	29.06	河南驰诚电气股份有限公司
421100000000891	548162	湖北黄商集团股份有限公司	黄商股份	黄冈市黄州区国有资产管理局	52.99	湖北黄商集团股份有限公司
440000000066851	549932	深圳石化工业集团股份有限公司	深圳石化工业集团	王国峰	55.0	广州市普力奇通信投资有限公司
440101400041933	478521	广州方圆现代生活服务股份有限公司	方圆现代	方明	99.0	广东方圆投资有限公司
460000000160827	557132	海南华凯实业股份有限公司	华凯实业	刘湘伟	42.0	长沙市众星置业有限公司
500109000007940	544855	重庆安碧捷科技股份有限公司	安碧捷	何长波	45.0	重庆安碧捷高新技术产业集团有限公司
510000000092055	508333	四川和嘉天健体育文化股份有限公司	和嘉天健	胡师雄	48.33	四川和嘉天健体育文化股份有限公司
640381200009545	457117	宁夏东吴农化股份有限公司	东吴农化	吴根龙	5.0	宁夏东吴农化股份有限公司
911000001000013428	526720	中国银行股份有限公司	中国银行	中国投资有限责任公司	100.0	中央汇金投资有限责任公司
91100000100003962T	454342	中国工商银行股份有限公司	中国工商银行	中央汇金投资有限责任公司	34.71	中国工商银行股份有限公司
91100000101729466X	550214	中信出版集团股份有限公司	中信出版	中国中信集团有限公司	100.0	中信盛星有限公司
9110000071092841XX	508656	中国人寿保险股份有限公司	中国人寿	中华人民共和国财政部	100.0	中国人寿保险(集团)公司
911100000573322339	496344	建投嘉昱实业投资发展股份有限公司	建投实业	中国建银投资有限责任公司	99.0	建投控股有限责任公司
91110000100001262Q	298694	中国有色金属建设股份有限公司	中色股份	国务院国有资产监督管理委员会	100.0	中国有色矿业建设集团有限公司
911100001000044477	354957	中国建设银行股份有限公司	建设银行	中国投资有限责任公司	100.0	中央汇金投资有限责任公司
91110000100011743X	457243	中国光大银行股份有限公司	光大银行	中央汇金投资有限责任公司	55.67	中国光大集团股份公司
9111000010001539XR	549706	中国投融资担保股份有限公司	中投保	国务院国资委	100.0	国家开发投资公司
91110000100017336T	555977	大唐国际发电股份有限公司	大唐发电	国务院国有资产监督管理委员会	100.0	中国大唐集团公司
911100001000238085	535128	渤海水业股份有限公司	渤海股份	天津市国资委	100.0	天津泰达投资控股有限公司
911100001000265317	555964	中国医药健康产业股份有限公司	中国医药	国务院国有资产监督管理委员会	100.0	中国通用技术(集团)控股有限责任公司
91110000100026638J	522204	五矿发展股份有限公司	五矿发展	国务院国有资产监督管理委员会	100.0	中国五矿集团公司
91110000100026793Y	539089	同方股份有限公司	同方股份	教育部	100.0	清华大学
911100001000278763	530356	中信国安信息产业股份有限公司	中信国安	财政部	100.0	中国中信集团有限公司
91110000100027884X	554290	中国国际贸易中心股份有限公司	中国国贸	嘉里兴业有限公司	50.0	中国国际贸易中心有限公司
91110000100028158N	485398	中青旅控股股份有限公司	中青旅	中国青旅集团公司	17.17	中青旅控股股份有限公司
91110000100028633H	478143	中水集团远洋股份有限公司	中水渔业	中国农业发展集团有限公司	25.36	中水集团远洋股份有限公司
911100001011016602	298640	京东方科技集团股份有限公司	京东方	北京市人民政府国有资产管理委员会	100.0	北京国有资本经营管理中心
9111000010110284XC	549998	北京航天长峰股份有限公司	航天长峰	中国航天科工集团公司	100.0	中国航天科工防御技术研究院
91110000101123421K	555050	中国建材检验认证集团股份有限公司	国检集团	中国建材集团有限公司	100.0	中国建筑材料科学研究总院有限公司
91110000101126585H	554456	众信旅游集团股份有限公司	众信旅游	冯滨	31.29	北京众信国际旅行社股份有限公司
9111000010113055X5	547991	北京首商集团股份有限公司	首商股份	北京市人民政府国有资产监督管理委员会	100.0	北京首都旅游集团有限责任公司
91110000101137049C	505658	太极计算机股份有限公司	太极股份	中国电子科技集团公司	100.0	华北计算技术研究所
911100001011857375	558017	北京华联综合超市股份有限公司	华联综超	国务院国有资产监督管理委员会	100.0	中商企业集团公司
911100001011910378	491379	北京索福特安全设备股份公司	索福特	王跃兰	88.3	北京索福特安全设备股份公司
911100001012029043	548193	北汽福田汽车股份有限公司	福田汽车	北京市人民政府国有资产监督管理委员会	100.0	北京国有资本经营管理中心
91110000101209567E	466111	北京中标新亚节能工程股份有限公司	中标节能	高剑云	80.0	北京中标怡高投资管理有限公司
911100001013053805	394817	王府井集团股份有限公司	王府井	北京王府井东安集团有限责任公司	65.0	北京王府井国际商业发展有限公司
91110000101309074C	477656	北京首都开发股份有限公司	首开股份	北京市人民政府国有资产监督管理委员会	100.0	北京国有资本经营管理中心
91110000101514043Y	549783	北京电子城投资开发集团股份有限公司	电子城	北京国有资本经营管理中心	100.0	北京电子控股有限责任公司
911100001015301828	429631	信达地产股份有限公司	信达地产	中华人民共和国财政部	67.84	中国信达资产管理股份有限公司
91110000101623741K	478125	中国全聚德(集团)股份有限公司	全聚德	北京市国有资产监督管理委员会	100.0	北京首都旅游集团有限责任公司
91110000101690725E	550071	中信银行股份有限公司	中信银行	中国中信集团有限公司	100.0	中信盛星有限公司
91110000101717000C	537995	招商局公路网络科技控股股份有限公司	招商公路	招商局集团有限公司	68.65	招商局公路网络科技控股股份有限公司
91110000101717457X	555089	北京京城机电股份有限公司	京城股份	北京人民政府国有资产监督管理委员会	100.0	北京国有资本经营管理中心
91110000101908915L	539520	北京佳讯飞鸿电气股份有限公司	佳讯飞鸿	林菁	14.46	北京佳讯飞鸿电气股份有限公司
91110000101927796W	543740	北京信威科技集团股份有限公司	信威集团	贾林[联席股东:许鹏、邢建民]	33.33	北京普旭天成资产管理有限公司
91110000101967333M	519692	北京北信源软件股份有限公司	北信源	林皓	33.55	北京北信源软件股份有限公司
9111000010196866XH	354404	北京城乡商业(集团)股份有限公司	北京城乡	北京国有资本经营管理中心	100.0	北京市郊区旅游实业开发公司
91110000102006956C	282872	北京大北农科技集团股份有限公司	大北农	邵根伙	41.1	北京大北农科技集团股份有限公司
91110000102017145R	516906	北京北陆药业股份有限公司	北陆药业	王代雪	22.64	北京北陆药业股份有限公司
91110000102043722T	474471	中国软件与技术服务股份有限公司	中国软件	国务院国有资产监督管理委员会	100.0	中国电子信息产业集团公司
9111000010209313X4	503673	北京科锐配电自动化股份有限公司	北京科锐	张新育	53.85	北京科锐北方科技发展有限公司
911100001021096991	557006	曲美家居集团股份有限公司	曲美家居	赵瑞海	33.15	曲美家具集团股份有限公司
911100001021132178	550430	博彦科技股份有限公司	博彦科技	王斌(联席股东:马强、张荣军、龚遥滨）	100.0	北京博宇冠文管理咨询有限公司
91110000102116928R	553574	北京东方园林环境股份有限公司	东方园林	何巧女	41.54	北京东方园林股份有限公司
911100001021218238	508709	北京动力源科技股份有限公司	动力源	何振亚	11.04	北京动力源科技股份有限公司
911100001022884121	515584	北京高能时代环境技术股份有限公司	高能环境	李卫国	22.02	北京高能时代环境技术股份有限公司
91110000102299779W	548201	北京双鹭药业股份有限公司	双鹭药业	徐明波	22.57	北京双鹭药业股份有限公司
91110000102526927Q	524352	北京嘉寓门窗幕墙股份有限公司	嘉寓股份	田家玉	90.0	北京嘉寓新新资产管理有限公司
91110000102551540H	534693	北京东方雨虹防水技术股份有限公司	东方雨虹	李卫国	29.54	北京东方雨虹防水技术股份有限公司
911100001028025068	519694	北京高盟新材料股份有限公司	高盟新材	冼燃[联席股东:戴耀花、凤翔、李学银(四人为一致行动人)]	25.006	广州高金技术产业集团有限公司
91110000102851949U	539225	北京三元基因药业股份有限公司	三元基因	印小明	42.5	北京东南医药投资控股有限公司
91110000108283057Y	533202	北京东方新星石化工程股份有限公司	东方新星	陈会利	8.04	北京东方新星石化工程股份有限公司
91110000110052522M	554298	经纬纺织机械股份有限公司	经纬纺机	国务院国有资产监督管理委员会	100.0	中国恒天集团有限公司
91110000130232395L	533518	新华联文化旅游发展股份有限公司	新华联	傅军	42.5	新华联控股有限公司
91110000132210333N	555822	中国高科集团股份有限公司	中国高科	中华人民共和国教育部	100.0	北京大学
91110000166780051K	555689	国投中鲁果汁股份有限公司	国投中鲁	国务院国有资产监督管理委员会	100.0	国家开发投资公司
911100001836721320	496878	华远地产股份有限公司	华远地产	北京市西城区人民政府国有资产监督管理委员会	100.0	北京市华远集团有限公司
91110000192181597U	528539	深圳美丽生态股份有限公司	美丽生态	郑方	56.0	深圳市天一景观投资发展有限公司
91110000192184333K	540798	神州高铁技术股份有限公司	神州高铁	文炳荣	100.0	深圳市宝源升贸易有限公司
91110000192472028J	509301	北方国际合作股份有限公司	北方国际	中国北方工业公司	43.17	北方国际合作股份有限公司
9111000020283066XF	539391	金融街控股股份有限公司	金融街	北京市西城区国资委	100.0	北京金融街投资(集团)有限公司
911100002051092291	555479	财信国兴地产发展股份有限公司	财信发展	张家港众合融通科技发展有限公司(联席股东：国投资产管理公司等)	10.0	北京国利能源投资有限公司
91110000214406620R	558020	京能置业股份有限公司	京能置业	北京人民政府国有资产监督管理委员会	100.0	北京国有资本经营管理中心
91110000224344507P	538238	中国船舶重工集团海洋防务与信息对抗股份有限公司	中国海防	国务院国有资产监督管理委员会	100.0	中国船舶重工集团有限公司
911100002311243934	530505	盛达矿业股份有限公司	盛达矿业	赵满堂	70.73	天水金都矿业有限责任公司
9111000024383849XF	556721	中房置业股份有限公司	中房置业	中央汇金投资有限责任公司	100.0	中国建银投资有限责任公司
911100002717519818	555685	国投电力控股股份有限公司	国投电力	国务院国有资产监督管理委员会	100.0	国家开发投资公司
911100003063201469	569377	华夏文广传媒集团股份有限公司	华夏文广	隗建华	80.0	北京华夏电广传媒投资有限公司
91110000554898764Q	518074	德迈斯文化创意(北京)股份有限公司	德迈斯	陈思	58.0	德迈斯文化创意(北京)股份有限公司
91110000556827257K	547774	德御坊食品股份有限公司	德御坊	赵晶	60.0	龙跃实业集团有限公司
9111000055688151XP	509599	北京和道金城文化传媒股份公司	和道传媒	裴佺意	88.6	北京和道金城文化传媒股份公司
911100005585711796	531870	优卡(北京)科技股份有限公司	优卡科技	陈纳新	61.3	优卡(北京)科技股份有限公司
911100005620684880	354300	光合(北京)文化创意股份有限公司	光合文创	赵兴朋	38.0	光合(北京)文化创意股份有限公司
9111000056209538XW	531742	恒大文化产业集团股份有限公司	恒大文化	许家印	100.0	鑫鑫(BVI)有限公司
91110000565753149N	448455	北京万象娱通网络科技股份有限公司	万象娱通	熊勇	28.33	北京万象娱通网络科技股份有限公司
911100005657773276	530706	同创九鼎投资管理集团股份有限公司	九鼎集团	吴刚	35.0	同创九鼎投资控股有限公司
911100005732192455	505668	北京首航直升机股份有限公司	首航直升	海南航空股份有限公司工会委员会	100.0	洋浦中新航空实业有限公司
9111000057523983XC	458722	北京奥维云网大数据科技股份有限公司	奥维云网	喻亮星[联席股东：文建平、盛哲、金晓锋（一致行动人）]	13.97	北京奥维云网大数据科技股份有限公司
91110000600001760P	502605	用友网络科技股份有限公司	用友网络	王文京	100.0	北京用友科技有限公司
911100006000107204	519962	北京拓尔思信息技术股份有限公司	拓尔思	李渝勤	80.0	北京信科互动科技发展有限公司
9111000060002150XF	450769	中国康富国际租赁股份有限公司	中国康富	国家电力投资集团公司	100.0	国核资本控股有限公司
91110000600039822G	519278	利亚德光电股份有限公司	利亚德	李军	30.22	利亚德光电股份有限公司
91110000600062547M	524245	北京三元食品股份有限公司	三元股份	北京首都农业集团有限公司	51.14	北京企业(食品)有限公司
91110000600063689W	524238	奥瑞金科技股份有限公司	奥瑞金	周云杰	78.0	海南原龙投资有限公司
911100006000677198	548200	北京利德曼生化股份有限公司	利德曼	孙茜	80.0	北京迈迪卡科技有限公司
91110000600069802M	531183	北京天坛生物制品股份有限公司	天坛生物	中国医药集团总公司	95.0	中国生物技术股份有限公司
91110000600093677W	550893	森特士兴集团股份有限公司	森特股份	刘爱森	35.42	森特士兴集团股份有限公司
911100006004827014	558021	启明星辰信息技术集团股份有限公司	启明星辰	王佳	29.6	北京启明星辰信息技术股份有限公司
91110000616800612P	550676	三一重工股份有限公司	三一重工	梁稳根	56.42	三一集团有限公司
911100006188158771	555254	泛海控股股份有限公司	泛海控股	卢志强	77.14	泛海控股有限公司
91110000625904675J	539515	北京四方继保自动化股份有限公司	四方股份	杨奇逊	16.8061	四方电气（集团）有限公司
91110000625905205U	519575	华能国际电力股份有限公司	华能国际	国务院国有资产监督管理委员会	100.0	中国华能集团公司
911100006259082971	510502	中石化石油工程技术服务股份有限公司	石化油服	中国石油化工集团公司	56.50899999999999	中石化石油工程技术服务股份有限公司
911100006330023135	534700	东易日盛家居装饰集团股份有限公司	东易日盛	陈辉	50.0	北京东易天正投资有限公司
911100006330248381	555095	北京超图软件股份有限公司	超图软件	钟耳顺	11.91	北京超图软件股份有限公司
91110000633027609B	550392	北京东方国信科技股份有限公司	东方国信	管连平	16.95	北京东方国信科技股份有限公司
91110000633059539E	530824	北京将至信息发展股份有限公司	将至发展	罗非	68.8	北京将至信息发展股份有限公司
911100006336146947	503660	北京合纵科技股份有限公司	合纵科技	刘泽刚	22.87	北京合纵科技股份有限公司
91110000633636471E	555970	北京东方通科技股份有限公司	东方通	黄永军	6.7195	北京东方通科技股份有限公司
911100006336429941	555810	北京北纬通信科技股份有限公司	北纬科技	傅乐民	21.08	北京北纬通信科技股份有限公司
911100006336462669	548194	北京同仁堂股份有限公司	北京同仁堂	北京市国有资产监督管理委员会	100.0	北京国有资本经营管理中心
91110000633646901B	483363	北京燕京啤酒股份有限公司	燕京啤酒	北京控股有限公司	100.0	北京企业(啤酒)有限公司
911100006336942335	544628	北京旋极信息技术股份有限公司	旋极信息	陈江涛	33.3	北京旋极信息技术股份有限公司
91110000633694436R	492925	北京京西文化旅游股份有限公司	北京文化	北京门头沟区永定镇冯村经济合作社	95.33	北京昆仑琨投资有限公司
911100006337095702	555691	汉王科技股份有限公司	汉王科技	刘迎建	22.12	汉王科技股份有限公司
91110000633709976B	555972	大唐电信科技股份有限公司	大唐电信	国务院国有资产监督管理委员	100.0	电信科学技术研究院
91110000633710213T	549475	北京安控科技股份有限公司	安控科技	俞凌	22.94	北京安控科技股份有限公司
91110000633712032W	519965	北京顺鑫农业股份有限公司	顺鑫农业	北京市顺义区国有资产监督管理委员会	100.0	北京市顺义区国有资本经营管理中心
91110000633713369X	478912	高伟达软件股份有限公司	高伟达	于伟	99.756	鹰潭市鹰高投资咨询有限公司
911100006337153487	553771	安泰科技股份有限公司	安泰科技	国务院国务院国有资产监督管理委员会	100.0	中国钢研科技集团有限公司
91110000633715698D	555820	北京城建投资发展股份有限公司	北京城建	北京市国有资产监督管理委员会	100.0	北京城建集团有限责任公司
91110000633715962Q	520279	北京万通地产股份有限公司	万通地产	冯仑	100.0	洋浦耐基特实业有限公司
911100006337468570	475500	北京元隆雅图文化传播股份有限公司	元隆雅图	孙震	99.5	元隆雅图(北京)投资有限公司
91110000633774479A	285669	北京当升材料科技股份有限公司	当升科技	国务院国有资产监督管理委员会	100.0	北京矿冶科技集团有限公司
91110000633791930G	549782	北京北辰实业股份有限公司	北辰实业	北京市人民政府国有资产监督管理委员会	100.0	北京国有资本经营管理中心
911100006337942853	451152	嘉事堂药业股份有限公司	嘉事堂	中国青年实业发展总公司	16.72	嘉事堂药业股份有限公司
91110000633796475U	524125	华润双鹤药业股份有限公司	华润双鹤	中国华润总公司	100.0	华润股份有限公司
9111000063379674X4	410696	北京万东医疗科技股份有限公司	万东医疗	吴光明	90.0	江苏鱼跃科技发展有限公司
91110000633797400C	548199	北新集团建材股份有限公司	北新建材	中国建材集团有限公司	70.04	北新建材集团有限公司
91110000634342985H	528544	北京中长石基信息技术股份有限公司	石基信息	李仲初	54.77	北京中长石基信息技术股份有限公司
91110000634358477D	539525	北京万邦达环保技术股份有限公司	万邦达	王飘扬[联席股东:胡安君、王婷婷(王飘扬家族成员)]	28.88	北京万邦达环保技术股份有限公司
91110000661566845W	553403	北京朗德金燕自动化装备股份有限公司	朗德金燕	山西省人民政府国有资产监督管理委员会	60.31	山西晋城无烟煤矿业集团有限责任公司
91110000662153719Y	522173	天壕环境股份有限公司	天壕环境	陈作涛	97.5	天壕投资集团有限公司
91110000663105807B	556002	航天长征化学工程股份有限公司	航天工程	中国航天科技集团公司	100.0	中国运载火箭技术研究院
91110000663715349G	537989	北京活跃科技股份有限公司	活跃科技	张博涵	34.48	北京活跃科技股份有限公司
911100006669337202	558014	北京康拓红外技术股份有限公司	康拓红外技术	中国航天科技集团有限公司	100.0	中国空间技术研究院
91110000667524013X	525174	北京龙汇东方财务顾问股份有限公司	融聚财顾	张丰胜	51.0	融聚天下资产管理集团有限公司
91110000669102172T	519687	北京金一文化发展股份有限公司	金一文化	钟葱	69.12	上海碧空龙翔投资管理有限公司
911100006699022334	501795	金诚信矿业管理股份有限公司	金诚信	王先成	37.998000000000005	金诚信集团有限公司
911100006705950233	480155	北京赛思信安技术股份有限公司	赛思信安	周游	75.0	北京赛思信安技术股份有限公司
91110000672352551Y	551669	伊美尔(北京)控股集团股份公司	伊美尔	汪永安	31.2719	伊美尔(北京)控股集团股份公司
91110000672354637K	528928	中科创达软件股份有限公司	中科创达	赵鸿飞	35.29	中科创达软件股份有限公司
91110000673814068U	558018	北京昆仑万维科技股份有限公司	昆仑万维	周亚辉	16.27	北京昆仑万维科技股份有限公司
91110000674250487A	532531	北京康乐卫士生物技术股份有限公司	康乐卫士	陶涛	81.6	天狼星控股集团有限公司
91110000675738150X	539011	北京耐威科技股份有限公司	耐威科技	杨云春	49.84	北京耐威科技股份有限公司
911100006804517796	556220	北京天基新材料股份有限公司	天基新材	陈智勇	36.31	北京天基新材料股份有限公司
91110000680452499E	531739	北京太平洋加达出国顾问股份有限公司	太平洋股	景德君	84.44	北京太平洋加达出国顾问股份有限公司
911100006835529627	476088	华电重工股份有限公司	华电重工	国务院国资委	100.0	中国华电集团公司
91110000685133235F	533977	北京典雅天地文化传播股份有限公司	典雅天地	李典	72.92	北京典雅天地文化传播股份有限公司
9111000068760351XT	476989	北京图为媒科技股份有限公司	图为媒	牛智斌	30.3	北京图为媒科技股份有限公司
911100006976944864	486811	坤鼎投资管理集团股份有限公司	坤鼎集团	邱明	42.41	坤鼎投资管理集团股份有限公司
911100006996102668	547840	北京聚能鼎力科技股份有限公司	聚能鼎力	李海川	51.74	北京聚能鼎力科技股份有限公司
9111000069964380X8	495408	北京诚栋国际营地集成房屋股份有限公司	诚栋营地	赵军勇	46.58	北京诚栋国际营地集成房屋股份有限公司
91110000700006921H	555083	北京光环新网科技股份有限公司	光环新网	耿殿根	99.99	霍尔果斯百汇达股权投资管理合伙企业（有限合伙）
911100007000084768	551053	乐普(北京)医疗器械股份有限公司	乐普医疗	蒲忠杰	12.87	乐普(北京)医疗器械股份有限公司
9111000070003202XF	555019	飞天诚信科技股份有限公司	飞天诚信	黄煜	32.4	飞天诚信科技股份有限公司
91110000700049024C	554685	广联达科技股份有限公司	广联达	刁志中	18.32	广联达软件股份有限公司
91110000700084217T	548205	北京立思辰科技股份有限公司	立思辰	池燕明	16.98	北京立思辰科技股份有限公司
91110000700145956E	555592	北京合众思壮科技股份有限公司	合众思壮	郭信平[联席股东:李亚楠(一致行动人)]	45.13	北京合众思壮科技股份有限公司
91110000700148065Y	492846	华油惠博普科技股份有限公司	惠博普	黄松	14.4	华油惠博普科技股份有限公司
911100007001499141	548203	北京同有飞骥科技股份有限公司	同有科技	周泽湘	19.19	北京同有飞骥科技股份有限公司
91110000700205322G	459762	探路者控股集团股份有限公司	探路者	盛发强	24.84	探路者控股集团股份有限公司
911100007002172436	553777	北京首旅酒店(集团)股份有限公司	首旅酒店	北京市人民政府国有资产监督管理委员会	100.0	北京首都旅游集团有限责任公司
91110000700217649F	541268	江河创建集团股份有限公司	江河集团	刘载望	85.0	北京江河源控股有限公司
91110000700218641X	551076	紫光股份有限公司	紫光股份	清华控股有限公司	51.0	紫光集团有限公司
911100007002198398	544626	北京广佳建筑装饰股份有限公司	广佳建筑装饰	唐华雄	34.42	北京广佳建筑装饰股份有限公司
911100007002230889	504297	北京赛升药业股份有限公司	赛升药业	马骉	49.68	北京赛升药业股份有限公司
911100007002242324	279282	中矿资源勘探股份有限公司	中矿资源	刘新国	15.94	中色矿业集团有限公司
91110000700225606B	547781	北京中关村科技发展(控股)股份有限公司	中关村	黄光裕	82.59	北京鹏润投资有限公司
9111000070022577XF	527371	北京巴士传媒股份有限公司	北巴传媒	北京市人民政府国有资产监督管理委员会	100.0	北京市公共交通控股(集团)有限公司
91110000700228137T	542965	北京中科三环高技术股份有限公司	中科三环	中国科学院国有资产经营有限责任公司	67.5	中科实业集团(控股)有限公司
91110000700231088J	555605	北京首创股份有限公司	首创股份	北京市国有资产监督管理委员会	100.0	北京首都创业集团有限公司
911100007002336492	454802	北京歌华有线电视网络股份有限公司	歌华有线	北京广播电视台	100.0	北京北广传媒集团有限公司
911100007002343182	530522	北京首钢股份有限公司	首钢股份	北京市国有资产监督管理委员会	100.0	北京国有资本经营管理中心
9111000070024070XK	491205	北京金自天正智能控制股份有限公司	金自天正	中国钢研科技集团有限公司	100.0	冶金自动化研究设计院
91110000700308807J	472322	北京世纪瑞尔技术股份有限公司	世纪瑞尔	王铁	19.63	北京世纪瑞尔技术股份有限公司
91110000700347267E	549837	二六三网络通信股份有限公司	二六三	李小龙	17.57	二六三网络通信股份有限公司
9111000070038501XJ	558012	太空智造股份有限公司	太空智造	樊立	25.53	北京太空板业股份有限公司
911100007014621014	548198	北京华业资本控股股份有限公司	华业资本	周文焕	100.0	盛大控股有限公司
91110000703536127D	509868	北京弘高创意建筑设计股份有限公司	弘高创意	沈建平	25.94	江苏东光微电子股份有限公司
9111000071092147XM	558015	北京华联商厦股份有限公司	华联股份	国务院国资委	100.0	中商企业集团公司
91110000710923360K	555408	大恒新纪元科技股份有限公司	大恒科技	周骐	80.0	易联科技有限公司
9111000071092358XT	497467	中牧实业股份有限公司	中牧实业	中国农业发展集团有限公司	100.0	中国牧工商（集团）总公司
91110000710924101C	497141	中成进出口股份有限公司	中成股份	国务院国有资产监督管理委员会	100.0	国家开发投资集团有限公司
911100007109241877	460596	有研新材料股份有限公司	有研新材	国务院国有资产监督管理委员会	100.0	北京有色金属研究总院
911100007109244940	484760	蓝星安迪苏股份有限公司	安迪苏	中国化工集团公司	63.58	中国蓝星（集团）股份有限公司
91110000710925016E	468987	中农发种业集团股份有限公司	农发种业	中国农业发展集团有限公司	100.0	中国农垦(集团)总公司
911100007109251630	482624	华北高速公路股份有限公司	华北高速	招商局集团有限公司	100.0	招商局公路网络科技控股股份有限公司
911100007109253237	523265	中外运空运发展股份有限公司	外运发展	招商局集团有限公司	100.0	中国外运长航集团有限公司
