reg_num_biz	com_id	com_name	chi_sht	sh_name	hld_shr_rat	ctrl_com_name
91370685750884562R	518625	山东健源生物工程股份有限公司	健源生物	王雪源	95.0	山东健源健康产业有限公司
913706857939492315	289430	山东华顺环保科技股份有限公司	华顺环保	闫鑫山	29.94	山东华顺环保科技股份有限公司
91370686764814071E	539373	烟台鸿庆预涂新材料股份有限公司	鸿庆新材	原建松	45.42	烟台鸿庆预涂新材料股份有限公司
91370687670534829K	561219	烟台大地牧业股份有限公司	大地牧业	丛颖睿	55.32	烟台大地牧业股份有限公司
91370700053411858A	426429	潍坊中创文化用品股份有限公司	中创文化	滕广成[联席股东：亓学宝、杜增伟(一致行动人)]	38.0	潍坊中创文化用品股份有限公司
91370700053435745N	531116	山东金鸿新材料股份有限公司	金鸿新材料	王汝江	84.31	山东金鸿新材料股份有限公司
9137070005497269XW	545602	山东弘易传媒控股股份有限公司	弘易传媒	王英明{联席股东：聂丽(夫妻)}	77.05	山东弘易传媒控股股份有限公司
91370700165438262J	456878	凯特智能控制技术股份有限公司	凯特智控	黄松	14.4	华油惠博普科技股份有限公司
91370700165760323C	492000	山东矿机集团股份有限公司	山东矿机	赵笃学	20.79	山东矿机集团股份有限公司
91370700165840155D	544839	孚日集团股份有限公司	孚日股份	孙日贵	40.36	孚日控股集团股份有限公司
9137070016585475XE	283554	山东菲达电力电缆股份有限公司	菲缆股份	张敏	80.72	山东菲达电力电缆股份有限公司
91370700550940064L	490731	山东格林检测股份有限公司	格林检测	王斌	50.89	山东格林检测股份有限公司
91370700558916974E	564439	山东全影网络科技股份有限公司	全影股份	董传宇	48.37	山东全影网络科技股份有限公司
913707005599382007	546607	山东默锐环境产业股份有限公司	默锐环境	杨树仁	73.0	山东默锐投资有限责任公司
9137070056408991XK	557167	山东联科新材料股份有限公司	联科股份	吴晓林	83.33	山东联科实业集团有限公司
91370700565236416Y	518792	山东鼎泰盛食品工业装备股份有限公司	鼎泰盛	姜伟	60.26	诸城市联生投资有限公司
91370700576648301H	491904	山东奥扬新能源科技股份有限公司	奥扬科技	苏伟	80.0	山东奥扬新能源科技股份有限公司
91370700580433389E	537116	山东路斯宠物食品股份有限公司	路斯宠物	郭洪谦	47.05	山东寿光天成食品集团有限公司
91370700586073062F	550916	山东祥维斯生物科技股份有限公司	祥维斯	马兴群[联席股东：马琳(父女)]	51.0	潍坊祥维斯投资有限公司
913707006135439483	547801	山东豪迈机械科技股份有限公司	豪迈科技	张恭运	29.92	山东豪迈机械科技股份有限公司
91370700613566496T	556720	潍坊华美精细技术陶瓷股份有限公司	华美精陶	王明峰	50.67	山东新方集团股份有限公司
91370700665715991M	526265	潍坊联兴新材料科技股份有限公司	潍坊联兴新材料科技股份	王佐任	21.11	潍坊联兴新材料科技股份有限公司
91370700668069040E	475593	山东华特磁电科技股份有限公司	华特磁电	王兆连	24.02	山东华特磁电科技股份有限公司
913707007059633923	475131	潍坊胜达科技股份有限公司	胜达科技	辛胜芝	41.49	潍坊胜达科技股份有限公司
91370700706318360X	456362	山东东方誉源农资连锁股份有限公司	东方誉源	刘爱武	90.9	山东东方誉源现代农业集团有限责任公司
913707007262366299	539512	山东宏力热泵能源股份有限公司	宏力能源	于奎明	78.66	山东宏力艾尼维尔环境科技集团有限公司
913707007262434580	517543	潍坊万隆电气股份有限公司	万隆电气	刘林	64.18	潍坊万隆电气股份有限公司
91370700726699308H	424323	山东晨宇电气股份有限公司	晨宇电气	董阔军	47.05	山东晨宇电气股份有限公司
91370700727553239B	505141	山东共达电声股份有限公司	共达电声	赵笃仁	22.78	潍坊高科电子有限公司
91370700729253432M	555285	歌尔声学股份有限公司	歌尔声学	姜滨	92.59	潍坊歌尔集团有限公司
91370700734694005Q	530314	山东三田电子科技股份有限公司	三田科技	谢建勇[联席股东：刘敏（夫妻）]	56.04	山东三田电子科技股份有限公司
91370700734726812Q	533635	山东京广传媒股份有限公司	京广传媒	刘晓阳	56.39	山东京广传媒股份有限公司
91370700735779916D	541898	山东惠发食品股份有限公司	惠发股份	惠增玉	79.91	山东惠发投资有限公司
9137070073721277XX	547807	山东同大海岛新材料股份有限公司	同大股份	孙俊成	78.73	山东同大集团有限公司
913707007392666598	531993	康跃科技股份有限公司	康跃科技	郭锡禄	31.58	寿光市康跃投资有限公司
91370700740222741J	539294	潍坊金正食品股份有限公司	金正食品	单俊凤	54.94	潍坊金正食品股份有限公司
91370700743368041A	549562	东盛生态科技股份有限公司	东盛生态	杨爱君	50.0	山东东盛建设投资有限公司
913707007465708786	436026	山东海王化工股份有限公司	海王股份	杨春彬	43.37	山东海王化工股份有限公司
9137070075354896XX	490230	潍坊康瑞体育产业股份有限公司	康瑞体育	张兆义	81.64	潍坊康瑞体育产业股份有限公司
91370700757497098J	550451	山东日科化学股份有限公司	日科化学	赵东日	34.58	山东日科化学股份有限公司
91370700758260017E	534078	山东大业股份有限公司	大业股份	窦勇	38.25	山东大业股份有限公司
913707007609982724	550359	青州市坦博尔服饰股份有限公司	坦博尔	王勇萍	99.5	上海蓝银投资管理有限公司
91370700765782497P	570786	山东合信科技股份有限公司	合信科技	胡国强	31.63	山东合信科技股份有限公司
91370700771029506C	537261	山东恒远利废技术股份有限公司	恒远利废	马连涛	48.84	山东恒远利废技术股份有限公司
91370700776339431Q	450972	山东环丰食品股份有限公司	环丰食品	李全体[联席股东:韩建荣(夫妻)]	67.35	山东环丰食品股份有限公司
9137070078719176XB	549047	山东海鹰塑胶科技股份有限公司	海鹰科技	张召铎	33.34	山东海鹰塑胶科技股份有限公司
913707007884641257	283658	潍坊智新电子股份有限公司	智新电子	赵庆福	46.66	潍坊智新电子股份有限公司
91370700791543000J	454679	山东威能环保电源科技股份有限公司	威能电源	张风太	77.5	山东泰汽投资控股有限公司
91370700792479450L	555129	山东巨环铸造机械股份有限公司	山东巨环	王勇	70.0	山东巨环铸造机械股份有限公司
91370700793934398U	549418	潍坊中财信信息科技股份有限公司	中财信	王晓东	40.84	潍坊中财信信息科技股份有限公司
91370700798672331P	547120	山东凯欣绿色农业发展股份有限公司	凯欣股份	张莉	58.9	山东凯欣绿色农业发展股份有限公司
9137072405238259XU	562951	山东信泰节能科技股份有限公司	信泰节能	吴维慧	48.68	潍坊信泰消防科技有限公司
91370725724967188B	560873	山东国创节能科技股份有限公司	国创节能	吴理侃	38.42	山东国创节能科技股份有限公司
913707257892951753	476549	山东精科智能传动设备股份有限公司	精科传动	吴江	49.43	山东精科智能传动设备股份有限公司
913707831656993314	539524	山东祥生新材料科技股份有限公司	祥生科技	侯丽华	43.8889	山东祥生新材料科技股份有限公司
913707835625403087	556141	山东亿嘉农业机械装备股份有限公司	亿嘉股份	褚爱玲	83.64	山东亿嘉农业机械装备股份有限公司
91370783575478160C	560885	山东环球软件股份有限公司	环球软件	寿光市国有资产监督管理办公室	100.0	山东寿光金鑫投资发展控股集团有限公司
91370783683242673C	533752	山东同成医药股份有限公司	同成医药	苏明	46.88	山东同成医药股份有限公司
91370784728617097C1-1	533536	山东利坤木业股份有限公司	利坤股份	任成海	60.91	山东利坤木业股份有限公司
91370785788496821C	435422	山东永平再生资源股份有限公司	永平资源	孙学萍	84.0	山东三三集团股份有限公司
91370800071313557Y	569378	曲阜三让洁能股份有限公司	三让洁能	刘宏韬	94.74	曲阜三让投资管理有限公司
91370800169476426L	551585	山东孔圣电缆股份有限公司	山东孔圣	高居祥	60.0	山东孔圣电缆股份有限公司
91370800169524686K	549784	山东圣阳电源股份有限公司	圣阳电源	宋斌[联席股东:高运奎、李恕华、隋延波、翟凤英、孔德龙、杨玉清、王平、于海龙、宫国伟(一致行动人)]	12.18	山东圣阳电源股份有限公司
91370800267121979U	506759	山东鲁虹农业科技股份有限公司	鲁虹农科	黄道跟	48.91	山东鲁虹农业科技股份有限公司
9137080026715341XW	550385	山东鲁强电工科技股份有限公司	鲁强电工	刘善强	2.7587	山东鲁强电缆(集团)股份有限公司
91370800554378507K	531576	山东佳田医学影像股份有限公司	佳田影像	田少文[联席股东:朱玉珍(夫妻)]	62.6	山东佳田医学影像股份有限公司
91370800558932536H	430933	山东圣邦人力资源股份有限公司	圣邦人力	梁建军	98.0	山东博智网络科技有限公司
91370800559937814L	548263	山东芯诺电子科技股份有限公司	芯诺科技	陈钢全	80.0	山东迪一电子科技有限公司
913708005640792364	299212	山东高翔通用航空股份有限公司	高翔通航	高昂	48.29	山东高翔通用航空股份有限公司
91370800586055497W	548765	山东朵云清农业股份有限公司	朵云清	王书平	60.7	山东朵云清农业股份有限公司
91370800592602637E	549187	山东中泳体育股份有限公司	中泳股份	卢伟	99.0	山东数智体育科技股份有限公司
913708006135904619	554691	山东鲁华龙心生物科技股份有限公司	鲁华生物	山东省国有资产监督管理委员会	100.0	山东鲁华能源集团有限公司
913708006722078217	447824	山东东宏管业股份有限公司	东宏股份	倪立营	44.56	山东东宏集团有限公司
913708006832165639	545906	山东亿维系统集成股份有限公司	亿维集成	杨峰[联席股东：郑文文(夫妻)]	49.68	山东亿维集团有限公司
91370800683246703M	532622	山东泡宝网络科技股份有限公司	泡宝网	魏忠华	27.08	浙江忠信新型建材股份有限公司
91370800706094280Q	551105	山东太阳纸业股份有限公司	太阳纸业	李洪信	68.0	兖州市金太阳投资有限公司
91370800706117999P	552256	辰欣药业股份有限公司	辰欣药业	杜振新	64.28	辰欣科技集团有限公司
91370800720762425Q	512641	山东奔腾漆业股份有限公司	奔腾股份	孟祥开	35.89	山东奔腾漆业股份有限公司
91370800726217022E	501641	山东泰丰液压股份有限公司	泰丰股份	王振华	59.57	山东泰丰液压股份有限公司
9137080073066671XF	555313	山东高兴新材料股份有限公司	高兴新材	高峰	35.66	山东高兴新材料股份有限公司
91370800738154743G	551465	山东银花朝阳农业发展股份有限公司	银花朝阳农业发展	赵玉玲	39.16	山东银花朝阳农业发展股份有限公司
91370800746568655N	492924	山东科大机电科技股份有限公司	科大机电科技	包继华	30.77	山东科大机电科技股份有限公司
913708007657630504	454149	新风光电子科技股份有限公司	新风光	山东省人民政府国有资产监督管理委员会	70.0	兖矿集团有限公司
913708007752623213	552862	卡松科技股份有限公司	卡松科技	赵之玉	58.2259	卡松科技股份有限公司
91370800776306322D	476521	山东海钰生物股份有限公司	海钰生物	张志强	33.7944	山东海钰生物股份有限公司
91370800776342817A	472265	山东新绿食品股份有限公司	新绿股份	陈星	39.76	山东新绿食品股份有限公司
91370800788454023Q	546134	山东广安车联科技股份有限公司	广安车联	何兆广	39.36	山东广安车联科技股份有限公司
9137080079534835XF	489746	山东动脉智能科技股份有限公司	动脉智能	李风文	62.12	山东动脉智能科技股份有限公司
91370829751795289A	524375	山东建华中兴手套股份有限公司	建华中兴	陈建华	75.94	山东建华中兴手套股份有限公司
913708315819263969	571458	济宁鸿润食品股份有限公司	鸿润食品	王德定	47.5025	济宁鸿润食品股份有限公司
91370832559914305G	565490	中稀天马新材料科技股份有限公司	中稀天马	林平	62.93	中稀天马新材料科技股份有限公司
91370900166487875Y	497239	山东宝来利来生物工程股份有限公司	宝来利来	单宝龙	52.25	山东宝来利来生物工程股份有限公司
91370900559908618T	464315	山东征途信息科技股份有限公司	征途科技	王征[联席股东：闫龙龙(妻子)]	97.0	山东征途信息科技股份有限公司
91370900613681582B	483802	山东前田热能技术股份有限公司	前田热能	牛东升	95.0	山东前田热能技术股份有限公司
91370900728634479M	555348	山东华阳迪尔化工股份有限公司	华阳迪尔化工	刘西玉[联席股东：郑秀红(夫妻)]	58.0	山东华阳迪尔化工股份有限公司
91370900730651120X	508077	普瑞特机械制造股份有限公司	普瑞特	范伟国	31.62	普瑞特机械制造股份有限公司
91370900740200251K	518695	山东云宇制动器股份有限公司	云宇制动	张建明	29.0	山东云宇机械集团有限公司
91370900743361392B	473777	泰安众诚矿山自动化股份有限公司	泰安众诚	季桢	50.18	泰安众诚矿山自动化股份有限公司
91370900745684144A	549986	山东金盾安保科技股份有限公司	金盾安保	韩雅新	71.4	山东金盾安保科技股份有限公司
91370900749865882M	486358	山东泰鹏环保材料股份有限公司	泰鹏环保	刘建三	7.11	山东泰鹏环保材料股份有限公司
913709007535263573	547777	山东索力得焊材股份有限公司	索力得	柴月华	9.99	山东索力得焊材股份有限公司
9137090076097107XL	288599	山东一滕新材料股份有限公司	一滕股份	滕鸿儒	49.66	山东一滕新材料股份有限公司
91370900764832800F	540678	山东综艺联创包装股份有限公司	综艺联创	徐步将[联席股东：冯林菜(夫妻)]	69.29	山东综艺联创包装股份有限公司
91370900767764698U	516715	山东泰华生物科技股份有限公司	泰华股份	洪祥碧	50.0	厦门海弘挚远投资管理合伙企业(有限合伙)
913709821695959860	569643	山东龙成消防科技股份有限公司	龙成消防	崔庆海	80.0	山东龙成消防科技股份有限公司
91370983766668514W	569670	山东兴润园林生态股份有限公司	兴润园林	张忠峰	52.9	山东兴润园林生态股份有限公司
91370983767750157T	569476	山东三同新材料股份有限公司	三同新材	崔润刚	84.66	山东三同新材料股份有限公司
91371000071309697F	557091	威海新北洋荣鑫科技股份有限公司	荣鑫科技	威海市国有资产管理办公室	98.56	威海北洋电气集团股份有限公司
91371000166697725Y	495414	家家悦集团股份有限公司	家家悦	王培桓	44.56	家家悦控股集团股份有限公司
91371000166734784G	489747	威海光威复合材料股份有限公司	光威复材	王言卿	67.59	威海光威集团有限责任公司
91371000264190434B	535479	威海市天罡仪表股份有限公司	天罡股份	付涛	42.78	威海市天罡仪表股份有限公司
913710002642503020	547704	威海广泰空港设备股份有限公司	威海广泰	李光太	40.68	新疆广泰空港股权投资有限合伙企业
91371000266325224E	547711	山东广大航空地面服务股份有限公司	广大航服	李文轩	69.62	山东广大航空地面服务股份有限公司
91371000267193569U	534091	威海博扬超声仪器股份有限公司	博扬超声	翟佳禹	67.0	山东大屋集团有限责任公司
91371000555222766N	483758	威海光远文化传播股份有限公司	光远文化	孙树仁	100.0	北京森铂投资咨询有限公司
91371000558921597Y	284791	易霸科技(威海)股份有限公司	易霸科技	李支柱	70.72	易霸科技(威海)股份有限公司
913710005625105633	564441	山东名流泵业科技股份有限公司	名流泵业	周本留	45.93	山东名流泵业科技股份有限公司
913710005667218279	493753	威海华东修船股份有限公司	华东修船	尹远华	63.8	威海华东修船股份有限公司
913710005716604407	564778	威海汉邦生物环保科技股份有限公司	汉邦生物	庄茅	72.22	威海汉邦生物环保科技股份有限公司
9137100057286500XM	288581	山东琅卡博能源科技股份有限公司	琅卡博	岳立美	85.0	山东琅卡博能源科技股份有限公司
91371000580404297U	561102	山东味正品康食品科技股份有限公司	味正品康	于海涛	54.55	山东味正品康食品科技股份有限公司
913710005903089014	552695	荣成青木高新材料股份有限公司	青木高新	谭业军	2.58	山东青木投资有限公司
91371000592619201F	297628	天参密码科技股份有限公司	天参密码	高晖富	8.17	威海环翠楼投资控股有限公司
91371000613780310U	523104	天润曲轴股份有限公司	天润曲轴	邢运波	51.63	山东曲轴总厂有限公司
913710006601503703	514633	威海华邦精冲科技股份有限公司	华邦科技	庄华传	100.0	青岛睿丰永盛企业发展有限公司
913710006613737796	552873	威海翔宇环保科技股份有限公司	翔宇科技	李洪社	84.28	威海翔宇环保科技股份有限公司
913710006731519626	554647	威海市海明威集团股份有限公司	海明威集团	包秀明	70.0	威海市海明威集团股份有限公司
91371000678137422G	518257	威海国际物流园股份有限公司	国际物流	威海市国有资产管理办	100.0	威海市国有资本运营有限公司
